gene_id	gene_symbol	chrom	start	end	build	source
ENSG00000153046	CDYL	6	4706157	4955553	GRCh38	GENCODE_v50_basic
ENSG00000124787	RPP40	6	4984785	5004065	GRCh38	GENCODE_v50_basic
ENSG00000214113	LYRM4	6	5065295	5261433	GRCh38	GENCODE_v50_basic
ENSG00000219607	PPP1R3G	6	5085339	5089489	GRCh38	GENCODE_v50_basic
ENSG00000145982	FARS2	6	5261005	5829194	GRCh38	GENCODE_v50_basic
ENSG00000124785	NRN1	6	5997997	6008690	GRCh38	GENCODE_v50_basic
ENSG00000124491	F13A1	6	6144078	6321015	GRCh38	GENCODE_v50_basic
ENSG00000112799	LY86	6	6588106	6654986	GRCh38	GENCODE_v50_basic
ENSG00000124782	RREB1	6	7107416	7251984	GRCh38	GENCODE_v50_basic
ENSG00000124783	SSR1	6	7268304	7347448	GRCh38	GENCODE_v50_basic
ENSG00000164304	CAGE1	6	7326654	7389744	GRCh38	GENCODE_v50_basic
ENSG00000124784	RIOK1	6	7389460	7418039	GRCh38	GENCODE_v50_basic
ENSG00000096696	DSP	6	7541318	7586719	GRCh38	GENCODE_v50_basic
ENSG00000168566	SNRNP48	6	7590179	7612834	GRCh38	GENCODE_v50_basic
ENSG00000153162	BMP6	6	7726047	7881732	GRCh38	GENCODE_v50_basic
ENSG00000239264	TXNDC5	6	7881438	7911013	GRCh38	GENCODE_v50_basic
ENSG00000259040	BLOC1S5-TXNDC5	6	7881520	8064366	GRCh38	GENCODE_v50_basic
ENSG00000188428	BLOC1S5	6	8012315	8064421	GRCh38	GENCODE_v50_basic
ENSG00000265818	EEF1E1-BLOC1S5	6	8015724	8102532	GRCh38	GENCODE_v50_basic
ENSG00000124802	EEF1E1	6	8073257	8102627	GRCh38	GENCODE_v50_basic
ENSG00000124786	SLC35B3	6	8411433	8435985	GRCh38	GENCODE_v50_basic
ENSG00000137203	TFAP2A	6	10393184	10419661	GRCh38	GENCODE_v50_basic
ENSG00000111846	GCNT2	6	10492221	10629379	GRCh38	GENCODE_v50_basic
ENSG00000137434	C6orf52	6	10671281	10694799	GRCh38	GENCODE_v50_basic
ENSG00000111845	PAK1IP1	6	10694631	10711170	GRCh38	GENCODE_v50_basic
ENSG00000111843	TMEM14C	6	10722913	10731143	GRCh38	GENCODE_v50_basic
ENSG00000137210	TMEM14B	6	10747693	10866592	GRCh38	GENCODE_v50_basic
ENSG00000272162	ENSG00000272162	6	10747792	10930425	GRCh38	GENCODE_v50_basic
ENSG00000111837	MAK	6	10762721	10838555	GRCh38	GENCODE_v50_basic
ENSG00000124827	GCM2	6	10873221	10882043	GRCh38	GENCODE_v50_basic
ENSG00000153157	SYCP2L	6	10886829	10979322	GRCh38	GENCODE_v50_basic
ENSG00000197977	ELOVL2	6	10980740	11044448	GRCh38	GENCODE_v50_basic
ENSG00000224531	SMIM13	6	11093818	11138735	GRCh38	GENCODE_v50_basic
ENSG00000293642	ENSG00000293642	6	11093832	11138735	GRCh38	GENCODE_v50_basic
ENSG00000244476	ERVFRD-1	6	11102322	11111847	GRCh38	GENCODE_v50_basic
ENSG00000111859	NEDD9	6	11181522	11382350	GRCh38	GENCODE_v50_basic
ENSG00000205269	TMEM170B	6	11537677	11583526	GRCh38	GENCODE_v50_basic
ENSG00000111863	ADTRP	6	11711614	11807048	GRCh38	GENCODE_v50_basic
ENSG00000095951	HIVEP1	6	12008760	12165001	GRCh38	GENCODE_v50_basic
ENSG00000078401	EDN1	6	12287457	12297196	GRCh38	GENCODE_v50_basic
ENSG00000112137	PHACTR1	6	12716310	13290448	GRCh38	GENCODE_v50_basic
ENSG00000145979	TBC1D7	6	13266534	13328585	GRCh38	GENCODE_v50_basic
ENSG00000145990	GFOD1	6	13357828	13487664	GRCh38	GENCODE_v50_basic
ENSG00000124523	SIRT5	6	13512409	13615160	GRCh38	GENCODE_v50_basic
ENSG00000225921	NOL7	6	13615306	13633914	GRCh38	GENCODE_v50_basic
ENSG00000010017	RANBP9	6	13620857	13712091	GRCh38	GENCODE_v50_basic
ENSG00000050393	MCUR1	6	13761291	13814698	GRCh38	GENCODE_v50_basic
ENSG00000180537	RNF182	6	13924444	13980312	GRCh38	GENCODE_v50_basic
ENSG00000112149	CD83	6	14117254	14203467	GRCh38	GENCODE_v50_basic
ENSG00000008083	JARID2	6	15244935	15522044	GRCh38	GENCODE_v50_basic
ENSG00000047579	DTNBP1	6	15520282	15663068	GRCh38	GENCODE_v50_basic
ENSG00000007944	MYLIP	6	16129061	16151369	GRCh38	GENCODE_v50_basic
ENSG00000137198	GMPR	6	16238472	16295925	GRCh38	GENCODE_v50_basic
ENSG00000124788	ATXN1	6	16299110	16761493	GRCh38	GENCODE_v50_basic
ENSG00000288708	ENSG00000288708	6	16328340	16328433	GRCh38	GENCODE_v50_basic
ENSG00000230873	STMND1	6	17102044	17131380	GRCh38	GENCODE_v50_basic
ENSG00000112183	RBM24	6	17280350	17293930	GRCh38	GENCODE_v50_basic
ENSG00000112186	CAP2	6	17393313	17558252	GRCh38	GENCODE_v50_basic
ENSG00000137414	FAM8A1	6	17600274	17611721	GRCh38	GENCODE_v50_basic
ENSG00000124789	NUP153	6	17614694	17706944	GRCh38	GENCODE_v50_basic
ENSG00000137177	KIF13A	6	17758196	17988276	GRCh38	GENCODE_v50_basic
ENSG00000187566	NHLRC1	6	18120438	18122679	GRCh38	GENCODE_v50_basic
ENSG00000137364	TPMT	6	18128309	18155350	GRCh38	GENCODE_v50_basic
ENSG00000165097	KDM1B	6	18155291	18224497	GRCh38	GENCODE_v50_basic
ENSG00000124795	DEK	6	18223858	18265999	GRCh38	GENCODE_v50_basic
ENSG00000137393	RNF144B	6	18307064	18468876	GRCh38	GENCODE_v50_basic
ENSG00000172201	ID4	6	19837234	19842199	GRCh38	GENCODE_v50_basic
ENSG00000172197	MBOAT1	6	20099682	20212782	GRCh38	GENCODE_v50_basic
ENSG00000112242	E2F3	6	20401838	20493716	GRCh38	GENCODE_v50_basic
ENSG00000145996	CDKAL1	6	20534440	21232857	GRCh38	GENCODE_v50_basic
ENSG00000124766	SOX4	6	21593749	21598621	GRCh38	GENCODE_v50_basic
ENSG00000172179	PRL	6	22287242	22302828	GRCh38	GENCODE_v50_basic
ENSG00000112273	HDGFL1	6	22569564	22571668	GRCh38	GENCODE_v50_basic
ENSG00000152954	NRSN1	6	24126152	24154902	GRCh38	GENCODE_v50_basic
ENSG00000146038	DCDC2	6	24171745	24383302	GRCh38	GENCODE_v50_basic
ENSG00000124532	MRS2	6	24402794	24431067	GRCh38	GENCODE_v50_basic
ENSG00000112293	GPLD1	6	24418074	24495207	GRCh38	GENCODE_v50_basic
ENSG00000112294	ALDH5A1	6	24494786	24544152	GRCh38	GENCODE_v50_basic
ENSG00000137261	KIAA0319	6	24544102	24646199	GRCh38	GENCODE_v50_basic
ENSG00000111802	TDP2	6	24649915	24667054	GRCh38	GENCODE_v50_basic
ENSG00000112304	ACOT13	6	24666899	24714086	GRCh38	GENCODE_v50_basic
ENSG00000112308	C6orf62	6	24704103	24720902	GRCh38	GENCODE_v50_basic
ENSG00000112312	GMNN	6	24774890	24788207	GRCh38	GENCODE_v50_basic
ENSG00000260286	ARMH2	6	24797321	24798919	GRCh38	GENCODE_v50_basic
ENSG00000282804	ENSG00000282804	6	24797371	24809800	GRCh38	GENCODE_v50_basic
ENSG00000111913	RIPOR2	6	24803360	25042172	GRCh38	GENCODE_v50_basic
ENSG00000079691	CARMIL1	6	25279060	25620539	GRCh38	GENCODE_v50_basic
ENSG00000079689	SCGN	6	25652199	25701794	GRCh38	GENCODE_v50_basic
ENSG00000290217	ENSG00000290217	6	25652208	25738046	GRCh38	GENCODE_v50_basic
ENSG00000164508	H2AC1	6	25723395	25726564	GRCh38	GENCODE_v50_basic
ENSG00000146047	H2BC1	6	25726775	25727347	GRCh38	GENCODE_v50_basic
ENSG00000146039	SLC17A4	6	25753298	25783318	GRCh38	GENCODE_v50_basic
ENSG00000124568	SLC17A1	6	25781530	25832069	GRCh38	GENCODE_v50_basic
ENSG00000124564	SLC17A3	6	25833064	25882480	GRCh38	GENCODE_v50_basic
ENSG00000112337	SLC17A2	6	25906890	25930817	GRCh38	GENCODE_v50_basic
ENSG00000112343	TRIM38	6	25962691	25991233	GRCh38	GENCODE_v50_basic
ENSG00000124610	H1-1	6	26017030	26017789	GRCh38	GENCODE_v50_basic
ENSG00000275714	H3C1	6	26020449	26021489	GRCh38	GENCODE_v50_basic
ENSG00000278637	H4C1	6	26021647	26022849	GRCh38	GENCODE_v50_basic
ENSG00000278705	H4C2	6	26025800	26027285	GRCh38	GENCODE_v50_basic
ENSG00000286522	H3C2	6	26028848	26032104	GRCh38	GENCODE_v50_basic
ENSG00000278463	H2AC4	6	26033090	26033620	GRCh38	GENCODE_v50_basic
ENSG00000276410	H2BC3	6	26042769	26043715	GRCh38	GENCODE_v50_basic
ENSG00000287080	H3C3	6	26045382	26045871	GRCh38	GENCODE_v50_basic
ENSG00000187837	H1-2	6	26054758	26056472	GRCh38	GENCODE_v50_basic
ENSG00000180596	H2BC4	6	26067390	26124018	GRCh38	GENCODE_v50_basic
ENSG00000010704	HFE	6	26087224	26098345	GRCh38	GENCODE_v50_basic
ENSG00000197061	H4C3	6	26103931	26104339	GRCh38	GENCODE_v50_basic
ENSG00000187475	H1-6	6	26107410	26108137	GRCh38	GENCODE_v50_basic
ENSG00000180573	H2AC6	6	26124143	26139118	GRCh38	GENCODE_v50_basic
ENSG00000168298	H1-4	6	26156327	26157117	GRCh38	GENCODE_v50_basic
ENSG00000158373	H2BC5	6	26158120	26171351	GRCh38	GENCODE_v50_basic
ENSG00000274290	H2BC6	6	26172057	26184657	GRCh38	GENCODE_v50_basic
ENSG00000277157	H4C4	6	26188708	26189114	GRCh38	GENCODE_v50_basic
ENSG00000197409	H3C4	6	26195162	26197288	GRCh38	GENCODE_v50_basic
ENSG00000282988	ENSG00000282988	6	26195593	26199295	GRCh38	GENCODE_v50_basic
ENSG00000196866	H2AC7	6	26198782	26199295	GRCh38	GENCODE_v50_basic
ENSG00000277224	H2BC7	6	26199514	26199990	GRCh38	GENCODE_v50_basic
ENSG00000276966	H4C5	6	26204608	26205023	GRCh38	GENCODE_v50_basic
ENSG00000273802	H2BC8	6	26214568	26217254	GRCh38	GENCODE_v50_basic
ENSG00000277075	H2AC8	6	26216919	26218517	GRCh38	GENCODE_v50_basic
ENSG00000274750	H3C6	6	26224177	26227478	GRCh38	GENCODE_v50_basic
ENSG00000124575	H1-3	6	26234210	26234989	GRCh38	GENCODE_v50_basic
ENSG00000274618	H4C6	6	26240391	26240795	GRCh38	GENCODE_v50_basic
ENSG00000275663	H4C7	6	26246609	26246998	GRCh38	GENCODE_v50_basic
ENSG00000277775	H3C7	6	26250140	26250637	GRCh38	GENCODE_v50_basic
ENSG00000275713	H2BC9	6	26251612	26252077	GRCh38	GENCODE_v50_basic
ENSG00000273983	H3C8	6	26270916	26271415	GRCh38	GENCODE_v50_basic
ENSG00000278588	H2BC10	6	26272929	26273414	GRCh38	GENCODE_v50_basic
ENSG00000158406	H4C8	6	26277607	26285640	GRCh38	GENCODE_v50_basic
ENSG00000186470	BTN3A2	6	26365157	26382799	GRCh38	GENCODE_v50_basic
ENSG00000124508	BTN2A2	6	26383089	26394882	GRCh38	GENCODE_v50_basic
ENSG00000026950	BTN3A1	6	26402235	26415218	GRCh38	GENCODE_v50_basic
ENSG00000111801	BTN3A3	6	26440450	26453424	GRCh38	GENCODE_v50_basic
ENSG00000112763	BTN2A1	6	26457902	26476623	GRCh38	GENCODE_v50_basic
ENSG00000124557	BTN1A1	6	26500301	26510427	GRCh38	GENCODE_v50_basic
ENSG00000182952	HMGN4	6	26538198	26546951	GRCh38	GENCODE_v50_basic
ENSG00000146109	ABT1	6	26596926	26600741	GRCh38	GENCODE_v50_basic
ENSG00000181315	ZNF322	6	26634381	26659761	GRCh38	GENCODE_v50_basic
ENSG00000124635	H2BC11	6	27087319	27133885	GRCh38	GENCODE_v50_basic
ENSG00000196787	H2AC11	6	27133041	27135294	GRCh38	GENCODE_v50_basic
ENSG00000197903	H2BC12	6	27135926	27146865	GRCh38	GENCODE_v50_basic
ENSG00000276180	H4C9	6	27139280	27140642	GRCh38	GENCODE_v50_basic
ENSG00000274997	H2AC12	6	27147104	27147564	GRCh38	GENCODE_v50_basic
ENSG00000112812	PRSS16	6	27247699	27256648	GRCh38	GENCODE_v50_basic
ENSG00000158553	POM121L2	6	27285901	27312275	GRCh38	GENCODE_v50_basic
ENSG00000124613	ZNF391	6	27374613	27405028	GRCh38	GENCODE_v50_basic
ENSG00000096654	ZNF184	6	27449019	27473143	GRCh38	GENCODE_v50_basic
ENSG00000185130	H2BC13	6	27805407	27807938	GRCh38	GENCODE_v50_basic
ENSG00000196747	H2AC13	6	27808171	27808669	GRCh38	GENCODE_v50_basic
ENSG00000278828	H3C10	6	27810049	27811302	GRCh38	GENCODE_v50_basic
ENSG00000276368	H2AC14	6	27814300	27814779	GRCh38	GENCODE_v50_basic
ENSG00000273703	H2BC14	6	27815020	27815491	GRCh38	GENCODE_v50_basic
ENSG00000197238	H4C11	6	27824090	27824482	GRCh38	GENCODE_v50_basic
ENSG00000273542	H4C12	6	27830916	27831562	GRCh38	GENCODE_v50_basic
ENSG00000275221	H2AC15	6	27835506	27838377	GRCh38	GENCODE_v50_basic
ENSG00000233822	H2BC15	6	27838543	27855881	GRCh38	GENCODE_v50_basic
ENSG00000276903	H2AC16	6	27865315	27865800	GRCh38	GENCODE_v50_basic
ENSG00000184357	H1-5	6	27866790	27867590	GRCh38	GENCODE_v50_basic
ENSG00000275379	H3C11	6	27871843	27872348	GRCh38	GENCODE_v50_basic
ENSG00000275126	H4C13	6	27873146	27873536	GRCh38	GENCODE_v50_basic
ENSG00000197153	H3C12	6	27890313	27893108	GRCh38	GENCODE_v50_basic
ENSG00000278677	H2AC17	6	27892697	27893187	GRCh38	GENCODE_v50_basic
ENSG00000274641	H2BC17	6	27893423	27893893	GRCh38	GENCODE_v50_basic
ENSG00000168131	OR2B2	6	27911183	27912398	GRCh38	GENCODE_v50_basic
ENSG00000124657	OR2B6	6	27957239	27958184	GRCh38	GENCODE_v50_basic
ENSG00000182477	OR2B8	6	28053226	28054167	GRCh38	GENCODE_v50_basic
ENSG00000197279	ZNF165	6	28080274	28089565	GRCh38	GENCODE_v50_basic
ENSG00000196812	ZSCAN16	6	28107679	28131661	GRCh38	GENCODE_v50_basic
ENSG00000198315	ZKSCAN8	6	28141730	28160207	GRCh38	GENCODE_v50_basic
ENSG00000226314	ZKSCAN8P1	6	28161754	28170551	GRCh38	GENCODE_v50_basic
ENSG00000137185	ZSCAN9	6	28224884	28233489	GRCh38	GENCODE_v50_basic
ENSG00000187626	ZKSCAN4	6	28241009	28252926	GRCh38	GENCODE_v50_basic
ENSG00000189134	NKAPL	6	28259295	28260960	GRCh38	GENCODE_v50_basic
ENSG00000197062	ZSCAN26	6	28267043	28278226	GRCh38	GENCODE_v50_basic
ENSG00000276302	ENSG00000276302	6	28267119	28281582	GRCh38	GENCODE_v50_basic
ENSG00000137338	PGBD1	6	28281486	28303693	GRCh38	GENCODE_v50_basic
ENSG00000235109	ZSCAN31	6	28312835	28356273	GRCh38	GENCODE_v50_basic
ENSG00000189298	ZKSCAN3	6	28349909	28369188	GRCh38	GENCODE_v50_basic
ENSG00000158691	ZSCAN12	6	28378819	28399810	GRCh38	GENCODE_v50_basic
ENSG00000187987	ZSCAN23	6	28421575	28443504	GRCh38	GENCODE_v50_basic
ENSG00000198704	GPX6	6	28503294	28528217	GRCh38	GENCODE_v50_basic
ENSG00000224586	GPX5	6	28525879	28534957	GRCh38	GENCODE_v50_basic
ENSG00000232040	SCAND3	6	28570533	28616214	GRCh38	GENCODE_v50_basic
ENSG00000204713	TRIM27	6	28903000	28924020	GRCh38	GENCODE_v50_basic
ENSG00000197935	ZNF311	6	28994038	29005653	GRCh38	GENCODE_v50_basic
ENSG00000204704	OR2W1	6	29044211	29045177	GRCh38	GENCODE_v50_basic
ENSG00000204703	OR2B3	6	29086206	29087315	GRCh38	GENCODE_v50_basic
ENSG00000204702	OR2J1	6	29099488	29102703	GRCh38	GENCODE_v50_basic
ENSG00000204701	OR2J3	6	29108056	29114772	GRCh38	GENCODE_v50_basic
ENSG00000204700	OR2J2	6	29170905	29175813	GRCh38	GENCODE_v50_basic
ENSG00000204695	OR14J1	6	29301699	29313019	GRCh38	GENCODE_v50_basic
ENSG00000243729	OR5V1	6	29353747	29431969	GRCh38	GENCODE_v50_basic
ENSG00000112462	OR12D3	6	29373421	29375293	GRCh38	GENCODE_v50_basic
ENSG00000280236	OR12D2	6	29395629	29398010	GRCh38	GENCODE_v50_basic
ENSG00000251608	OR12D1	6	29414926	29418907	GRCh38	GENCODE_v50_basic
ENSG00000204694	OR11A1	6	29425502	29457073	GRCh38	GENCODE_v50_basic
ENSG00000206474	OR10C1	6	29439304	29440979	GRCh38	GENCODE_v50_basic
ENSG00000204688	OR2H1	6	29457153	29464330	GRCh38	GENCODE_v50_basic
ENSG00000204687	MAS1L	6	29486695	29487958	GRCh38	GENCODE_v50_basic
ENSG00000237988	OR2I1	6	29550405	29557775	GRCh38	GENCODE_v50_basic
ENSG00000204681	GABBR1	6	29552552	29633978	GRCh38	GENCODE_v50_basic
ENSG00000213886	UBD	6	29552552	29559740	GRCh38	GENCODE_v50_basic
ENSG00000204657	OR2H2	6	29585119	29590502	GRCh38	GENCODE_v50_basic
ENSG00000204655	MOG	6	29656596	29674433	GRCh38	GENCODE_v50_basic
ENSG00000204644	ZFP57	6	29672480	29681176	GRCh38	GENCODE_v50_basic
ENSG00000204642	HLA-F	6	29722736	29740360	GRCh38	GENCODE_v50_basic
ENSG00000204632	HLA-G	6	29826965	29831132	GRCh38	GENCODE_v50_basic
ENSG00000206503	HLA-A	6	29941258	29949608	GRCh38	GENCODE_v50_basic
ENSG00000066379	POLR1H	6	30058897	30064911	GRCh38	GENCODE_v50_basic
ENSG00000204619	PPP1R11	6	30066707	30074027	GRCh38	GENCODE_v50_basic
ENSG00000204618	RNF39	6	30070264	30075851	GRCh38	GENCODE_v50_basic
ENSG00000204616	TRIM31	6	30102884	30113128	GRCh38	GENCODE_v50_basic
ENSG00000204614	TRIM40	6	30136026	30151594	GRCh38	GENCODE_v50_basic
ENSG00000204613	TRIM10	6	30151941	30161290	GRCh38	GENCODE_v50_basic
ENSG00000204610	TRIM15	6	30163192	30173162	GRCh38	GENCODE_v50_basic
ENSG00000234127	TRIM26	6	30184444	30214160	GRCh38	GENCODE_v50_basic
ENSG00000204599	TRIM39	6	30325878	30344267	GRCh38	GENCODE_v50_basic
ENSG00000248167	TRIM39-RPP21	6	30328905	30346856	GRCh38	GENCODE_v50_basic
ENSG00000241370	RPP21	6	30345123	30346886	GRCh38	GENCODE_v50_basic
ENSG00000204592	HLA-E	6	30489493	30494207	GRCh38	GENCODE_v50_basic
ENSG00000204590	GNL1	6	30541210	30556605	GRCh38	GENCODE_v50_basic
ENSG00000204576	PRR3	6	30556702	30563725	GRCh38	GENCODE_v50_basic
ENSG00000204574	ABCF1	6	30571381	30597181	GRCh38	GENCODE_v50_basic
ENSG00000204569	PPP1R10	6	30600398	30618614	GRCh38	GENCODE_v50_basic
ENSG00000204568	MRPS18B	6	30617757	30626400	GRCh38	GENCODE_v50_basic
ENSG00000137343	ATAT1	6	30626835	30646837	GRCh38	GENCODE_v50_basic
ENSG00000204564	C6orf136	6	30647001	30653227	GRCh38	GENCODE_v50_basic
ENSG00000204560	DHX16	6	30652467	30673061	GRCh38	GENCODE_v50_basic
ENSG00000146112	PPP1R18	6	30676387	30687897	GRCh38	GENCODE_v50_basic
ENSG00000137404	NRM	6	30688045	30691422	GRCh38	GENCODE_v50_basic
ENSG00000137337	MDC1	6	30699805	30717564	GRCh38	GENCODE_v50_basic
ENSG00000196230	TUBB	6	30717433	30725540	GRCh38	GENCODE_v50_basic
ENSG00000137312	FLOT1	6	30727707	30743077	GRCh38	GENCODE_v50_basic
ENSG00000137331	IER3	6	30743197	30744557	GRCh38	GENCODE_v50_basic
ENSG00000204580	DDR1	6	30876419	30900980	GRCh38	GENCODE_v50_basic
ENSG00000213780	GTF2H4	6	30907515	30914121	GRCh38	GENCODE_v50_basic
ENSG00000137411	VARS2	6	30914203	30928616	GRCh38	GENCODE_v50_basic
ENSG00000196260	SFTA2	6	30931351	30955638	GRCh38	GENCODE_v50_basic
ENSG00000310558	ENSG00000310558	6	30934521	30938826	GRCh38	GENCODE_v50_basic
ENSG00000168631	MUCL3	6	30940971	30954223	GRCh38	GENCODE_v50_basic
ENSG00000204544	MUC21	6	30983716	30989905	GRCh38	GENCODE_v50_basic
ENSG00000261272	MUC22	6	31010472	31036884	GRCh38	GENCODE_v50_basic
ENSG00000204542	C6orf15	6	31111221	31112584	GRCh38	GENCODE_v50_basic
ENSG00000204540	PSORS1C1	6	31114748	31140094	GRCh38	GENCODE_v50_basic
ENSG00000204539	CDSN	6	31115085	31120448	GRCh38	GENCODE_v50_basic
ENSG00000204538	PSORS1C2	6	31137532	31139723	GRCh38	GENCODE_v50_basic
ENSG00000204536	CCHCR1	6	31142437	31158240	GRCh38	GENCODE_v50_basic
ENSG00000137310	TCF19	6	31158329	31167254	GRCh38	GENCODE_v50_basic
ENSG00000204531	POU5F1	6	31163191	31180733	GRCh38	GENCODE_v50_basic
ENSG00000204525	HLA-C	6	31268744	31272173	GRCh38	GENCODE_v50_basic
ENSG00000234745	HLA-B	6	31353193	31367069	GRCh38	GENCODE_v50_basic
ENSG00000204520	MICA	6	31399782	31415317	GRCh38	GENCODE_v50_basic
ENSG00000204516	MICB	6	31494879	31511126	GRCh38	GENCODE_v50_basic
ENSG00000204511	MCCD1	6	31528960	31530234	GRCh38	GENCODE_v50_basic
ENSG00000198563	DDX39B	6	31530215	31542453	GRCh38	GENCODE_v50_basic
ENSG00000254870	ATP6V1G2-DDX39B	6	31530217	31546610	GRCh38	GENCODE_v50_basic
ENSG00000213760	ATP6V1G2	6	31544442	31548429	GRCh38	GENCODE_v50_basic
ENSG00000204498	NFKBIL1	6	31546868	31558831	GRCh38	GENCODE_v50_basic
ENSG00000226979	LTA	6	31572052	31574326	GRCh38	GENCODE_v50_basic
ENSG00000232810	TNF	6	31575556	31578338	GRCh38	GENCODE_v50_basic
ENSG00000227507	LTB	6	31580523	31582524	GRCh38	GENCODE_v50_basic
ENSG00000204482	LST1	6	31581063	31588913	GRCh38	GENCODE_v50_basic
ENSG00000204475	NCR3	6	31588893	31593219	GRCh38	GENCODE_v50_basic
ENSG00000204472	AIF1	6	31615212	31617027	GRCh38	GENCODE_v50_basic
ENSG00000204469	PRRC2A	6	31620673	31637773	GRCh38	GENCODE_v50_basic
ENSG00000291302	ENSG00000291302	6	31622772	31622862	GRCh38	GENCODE_v50_basic
ENSG00000289282	ENSG00000289282	6	31623872	31625501	GRCh38	GENCODE_v50_basic
ENSG00000204463	BAG6	6	31638541	31652749	GRCh38	GENCODE_v50_basic
ENSG00000204444	APOM	6	31652414	31658216	GRCh38	GENCODE_v50_basic
ENSG00000204439	C6orf47	6	31658296	31660780	GRCh38	GENCODE_v50_basic
ENSG00000204438	GPANK1	6	31661226	31666285	GRCh38	GENCODE_v50_basic
ENSG00000204435	CSNK2B	6	31665225	31670345	GRCh38	GENCODE_v50_basic
ENSG00000263020	ENSG00000263020	6	31666100	31673548	GRCh38	GENCODE_v50_basic
ENSG00000240053	LY6G5B	6	31669974	31673778	GRCh38	GENCODE_v50_basic
ENSG00000204428	LY6G5C	6	31676682	31684042	GRCh38	GENCODE_v50_basic
ENSG00000204427	ABHD16A	6	31686952	31703393	GRCh38	GENCODE_v50_basic
ENSG00000204424	LY6G6F	6	31706861	31710803	GRCh38	GENCODE_v50_basic
ENSG00000250641	LY6G6F-LY6G6D	6	31706902	31717920	GRCh38	GENCODE_v50_basic
ENSG00000244355	LY6G6D	6	31715283	31717921	GRCh38	GENCODE_v50_basic
ENSG00000204420	MPIG6B	6	31718592	31726716	GRCh38	GENCODE_v50_basic
ENSG00000204421	LY6G6C	6	31718646	31721748	GRCh38	GENCODE_v50_basic
ENSG00000213722	DDAH2	6	31726584	31730619	GRCh38	GENCODE_v50_basic
ENSG00000213719	CLIC1	6	31730577	31740560	GRCh38	GENCODE_v50_basic
ENSG00000204410	MSH5	6	31739675	31762680	GRCh38	GENCODE_v50_basic
ENSG00000255152	MSH5-SAPCD1	6	31740018	31764853	GRCh38	GENCODE_v50_basic
ENSG00000228727	SAPCD1	6	31762654	31764853	GRCh38	GENCODE_v50_basic
ENSG00000204396	VWA7	6	31765588	31777330	GRCh38	GENCODE_v50_basic
ENSG00000204394	VARS1	6	31777516	31795977	GRCh38	GENCODE_v50_basic
ENSG00000204392	LSM2	6	31797017	31806994	GRCh38	GENCODE_v50_basic
ENSG00000204390	HSPA1L	6	31809617	31815790	GRCh38	GENCODE_v50_basic
ENSG00000204389	HSPA1A	6	31815541	31817996	GRCh38	GENCODE_v50_basic
ENSG00000204388	HSPA1B	6	31827736	31830256	GRCh38	GENCODE_v50_basic
ENSG00000204386	NEU1	6	31857061	31862907	GRCh38	GENCODE_v50_basic
ENSG00000204385	SLC44A4	6	31863171	31879200	GRCh38	GENCODE_v50_basic
ENSG00000204371	EHMT2	6	31879756	31897725	GRCh38	GENCODE_v50_basic
ENSG00000166278	C2	6	31897783	31945679	GRCh38	GENCODE_v50_basic
ENSG00000204366	ZBTB12	6	31899063	31902105	GRCh38	GENCODE_v50_basic
ENSG00000244255	ENSG00000244255	6	31927696	31952050	GRCh38	GENCODE_v50_basic
ENSG00000243649	CFB	6	31945648	31952088	GRCh38	GENCODE_v50_basic
ENSG00000204356	NELFE	6	31952085	31959081	GRCh38	GENCODE_v50_basic
ENSG00000204351	SKIC2	6	31959023	31969854	GRCh38	GENCODE_v50_basic
ENSG00000204348	DXO	6	31969808	31972519	GRCh38	GENCODE_v50_basic
ENSG00000204344	WHR1	6	31971089	31982823	GRCh38	GENCODE_v50_basic
ENSG00000244731	C4A	6	31981989	32005249	GRCh38	GENCODE_v50_basic
ENSG00000224389	C4B	6	32014723	32035977	GRCh38	GENCODE_v50_basic
ENSG00000231852	CYP21A2	6	32038295	32042323	GRCh38	GENCODE_v50_basic
ENSG00000168477	TNXB	6	32041151	32115336	GRCh38	GENCODE_v50_basic
ENSG00000213676	ATF6B	6	32115262	32128257	GRCh38	GENCODE_v50_basic
ENSG00000204315	FKBPL	6	32128695	32131072	GRCh38	GENCODE_v50_basic
ENSG00000221988	PPT2	6	32146578	32163681	GRCh38	GENCODE_v50_basic
ENSG00000204314	PRRT1	6	32147290	32153085	GRCh38	GENCODE_v50_basic
ENSG00000285085	ENSG00000285085	6	32150493	32154375	GRCh38	GENCODE_v50_basic
ENSG00000258388	PPT2-EGFL8	6	32153843	32171980	GRCh38	GENCODE_v50_basic
ENSG00000241404	EGFL8	6	32163916	32171982	GRCh38	GENCODE_v50_basic
ENSG00000204310	AGPAT1	6	32167116	32178114	GRCh38	GENCODE_v50_basic
ENSG00000204308	RNF5	6	32178389	32184771	GRCh38	GENCODE_v50_basic
ENSG00000204305	AGER	6	32180961	32184367	GRCh38	GENCODE_v50_basic
ENSG00000204304	PBX2	6	32184731	32190280	GRCh38	GENCODE_v50_basic
ENSG00000213654	GPSM3	6	32190764	32195525	GRCh38	GENCODE_v50_basic
ENSG00000204301	NOTCH4	6	32194841	32224113	GRCh38	GENCODE_v50_basic
ENSG00000204296	TSBP1	6	32288524	32371909	GRCh38	GENCODE_v50_basic
ENSG00000204290	BTNL2	6	32391479	32407183	GRCh38	GENCODE_v50_basic
